theme,model,strategy,fold,title,year,label,score,latency_s,from_cache,error
xbi,llama3.2:3b,few-shot-random-k4,2,Automated Recommender System for Web Based Applications,2016,0,6,4.146,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Class coverage GUI testing for Android applications,2016,0,6,4.361,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Co-authorship Networks in Additive Manufacturing Studies Based on Social Network Analysis,2016,0,2,3.974,False,
xbi,llama3.2:3b,few-shot-random-k4,2,ALEX: Mixed-Mode Learning of Web Applications at Ease,2016,0,6,5.397,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Extraction of User Behavior Profiles for Software Modernization,2016,0,6,5.236,False,
xbi,llama3.2:3b,few-shot-random-k4,2,"Chapter Four - Advances in Web Application Testing, 2010 2014",2016,0,4,4.168,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Composing and Delivering Heterogeneous Web Testing Software as a Composite Web Testing Service,2016,0,6,4.952,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Detecting and Localizing Visual Inconsistencies in Web Applications,2016,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,2,Using Visual Symptoms for Debugging Presentation Failures in Web Applications,2016,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,2,Detecting and Localizing Internationalization Presentation Failures in Web Applications,2016,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,2,Software Analysis for the Web: Achievements and Prospects,2016,0,4,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,2,Class coverage GUI testing for Android applications,2016,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,2,An automatic layout faults detection technique in responsive web pages considering JavaScript defined dynamic layouts,2016,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,2,ALEX: Mixed-Mode Learning of Web Applications at Ease,2016,0,6,5.658,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Traceability Types for Mastering Change in Collaborative Software Quality Management,2016,0,4,5.436,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Web Service Test Evolution,2016,0,6,5.305,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Integrating a Lightweight Risk Assessment Approach into an Industrial Development Process,2016,0,4,5.351,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Risk orientation in software testing processes of small and medium enterprises: an exploratory and comparative study,2016,0,4,5.624,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Chapter Five - Approaches and Tools for Automated End-to-End Web Testing,2016,0,6,5.467,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Robula+: an algorithm for generating robust XPath locators for web testing,2016,0,6,4.994,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Why do Record/Replay Tests of Web Applications Break?,2016,0,6,5.706,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Ringer: web automation by demonstration,2016,0,6,3.962,False,
xbi,llama3.2:3b,few-shot-random-k4,2,WATERFALL: an incremental approach for repairing record-replay tests of web applications,2016,0,6,4.58,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Testing Web Applications: A Survey,2016,0,4,4.636,False,
xbi,llama3.2:3b,few-shot-random-k4,2,PerfGuard: binary-centric application performance monitoring in production environments,2016,0,6,4.753,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Regression testing of web applications using Record/Replay tools,2016,0,6,4.988,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Issues on Developing a Location Aware Game for Mobile Browsers,2016,0,6,4.029,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Web Interface for natural language processing engines,2016,0,4,6.664,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Identifying equivalent javascript events,2016,0,6,4.394,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Detecting influence caused by changing the source code of an application from which a document object model tree and cas,2016,0,6,5.069,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Real time web development testing and reporting system,2016,0,6,4.339,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Maintenance of automated test suites in industry: An empirical study on Visual GUI Testing,2016,0,4,5.907,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Automated Localisation Testing in Industry with Test,2016,0,6,4.103,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Development and maintenance efforts testing graphical user interfaces: a comparison,2016,0,4,4.089,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Automated Testing of Web Applications with TESTAR,2016,0,6,4.656,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Combining profiling and monitoring to analyze test coverage and identify performance problems,2016,0,4,4.223,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Another experience with Test? in industry: automated localisation testing,2016,0,6,4.387,False,
xbi,llama3.2:3b,few-shot-random-k4,2,TESTAR para testing IoT,2016,0,4,5.045,False,
xbi,llama3.2:3b,few-shot-random-k4,2,Harnessing Automated Test Case Generators for GUI Testing in Industry,2016,0,6,5.089,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Cross-Browser Compatibility Testing Based on Model Comparison,2015,1,6,7.656,False,
xbi,llama3.2:3b,few-shot-random-k4,3,A Comparative Study of Web Application Testing and Mobile Application Testing,2015,0,4,4.341,False,
xbi,llama3.2:3b,few-shot-random-k4,3,An Oracle based on Image Comparison for Regression Testing of Web Applications,2015,0,6,5.471,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Detecting latent cross-platform API violations,2015,0,6,5.456,False,
xbi,llama3.2:3b,few-shot-random-k4,3,WebSee: A Tool for Debugging HTML Presentation Failures,2015,0,6,5.074,False,
xbi,llama3.2:3b,few-shot-random-k4,3,TESTAR: Tool Support for Test Automation at the User Interface Level,2015,1,6,4.862,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Automatic Detection of Potential Layout Faults Following Changes to Responsive Web Pages (N),2015,0,6,4.805,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Chapter Four - Recent Advances in Automatic Black-Box Testing,2015,0,6,4.507,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Automated Testing of Event-Driven Applications,2015,0,6,6.184,False,
xbi,llama3.2:3b,few-shot-random-k4,3,"A SURVEY OF BUSINESS INTILLIGENCE USING DATA MINING, WEB MINING AND TEXT MINING",2015,0,2,5.131,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Detection and Localization of HTML Presentation Failures Using Computer Vision-Based Techniques,2015,0,6,5.178,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Chapter Five - Advances in Testing JavaScript-Based Web Applications,2015,0,6,3.894,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Web service for automated cross-browser compatibility checking of web applications,2015,1,6,4.554,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Determining differences in an event-driven application accessed in different client-tier environments,2015,1,6,5.157,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Webbasierte Re-Implementierung von LICARA nanoSCAN,2015,0,4,5.009,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Browser and operating system compatibility,2015,1,6,5.331,False,
xbi,llama3.2:3b,few-shot-random-k4,3,A Crowdsourcing framework for Detecting Cross-Browser Issues in Web Application,2015,0,6,4.127,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Automatic Deformations Detection in Internet Interfaces: ADDII,2015,1,6,4.784,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Cross-Browser Compatibility Testing of Web Applications,2015,1,6,4.317,False,
xbi,llama3.2:3b,few-shot-random-k4,3,DLint: dynamically checking bad coding practices in JavaScript,2015,0,6,5.21,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Detecting inconsistencies in multi-platform mobile apps,2015,0,6,5.274,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Crawl-based analysis of web applications: Prospects and challenges,2015,0,6,4.045,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Native and Multiple Targeted Mobile Applications,2015,0,4,4.771,False,
xbi,llama3.2:3b,few-shot-random-k4,3,cross browser compatibility as design issue in various websites.,2015,0,6,6.46,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Diversity-Based Automated Test Case Generation,2015,0,4,6.61,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Search-based testing tools for Ajax- A systematic literature review,2015,0,6,4.307,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Automated modularization of GUI test cases,2015,0,6,4.378,False,
xbi,llama3.2:3b,few-shot-random-k4,3,TypeDevil: dynamic type inconsistency analysis for JavaScript,2015,0,6,4.954,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Mining Workflow Models from Web Applications,2015,0,4,6.335,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Model Inference and Automatic Testing of Mobile Applications,2015,0,6,5.107,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Leveraging task-based data to support functional testing of web applications,2015,0,6,4.523,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Automated Test Input Generation for Android: Are We There Yet? (E),2015,0,4,4.704,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Detection and Localization of HTML Presentation Failures Using Computer Vision-Based Techniques  Sign In or Purchase,2015,0,6,5.256,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Testing Cross-Platform Mobile App Development Frameworks (T),2015,0,6,5.701,False,
xbi,llama3.2:3b,few-shot-random-k4,3,The rise of Chrome,2015,0,4,8.719,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Testing Web Applications Through Layout Constraints,2015,0,6,5.475,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Detection and Localization of HTML Presentation Failures Using Computer Vision-Based Techniques,2015,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,3,Detecting latent cross-platform API violations,2015,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,3,Automated Modularization of GUI Test Cases,2015,0,6,4.323,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Automatic Detection of Potential Layout Faults Following Changes to Responsive Web Pages (N),2015,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,3,Leveraging task-based data to support functional testing of web applications,2015,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,3,TypeDevil: dynamic type inconsistency analysis for JavaScript,2015,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,3,DLint: dynamically checking bad coding practices in JavaScript,2015,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-random-k4,3,Manual test case derivation from UML activity diagrams and state machines: A controlled experiment,2015,0,4,5.263,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Using Multi-Locators to Increase the Robustness of Web Test Cases,2015,0,6,5.295,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Why creating web page objects manually if it can be done automatically?,2015,0,6,4.304,False,
xbi,llama3.2:3b,few-shot-random-k4,3,End-User Record and Replay for the Web,2015,0,6,6.507,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Processing automation scripts of software,2015,0,2,3.689,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Comparative Study of Cross Browser Compatibility as Design Issue in Various Websites,2015,0,6,5.517,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Indexing and annotating a usability test recording,2015,0,4,4.945,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Online application testing across browser environments,2015,1,6,5.078,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Testing framework for dynamic web pages,2015,0,4,3.84,False,
xbi,llama3.2:3b,few-shot-random-k4,3,TESTAR - from academic protoype towards an industry-ready tool for automated testing at the User Interface level,2015,0,6,4.788,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Closing Gaps between Capture and Replay: Model-based GUI Testing,2015,0,6,5.76,False,
xbi,llama3.2:3b,few-shot-random-k4,3,Automated Testing at the User Interface level,2015,0,6,5.806,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,A Survey of Dynamic Analysis and Test Generation for JavaScript,2017,0,6,6.982,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Detection of Cross Browser Inconsistency by Comparing Extracted Attributes,2017,1,6,7.702,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,XFix: an automated tool for the repair of layout cross browser issues,2017,1,6,8.549,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Automated repair of layout cross browser issues using search-based techniques,2017,0,6,8.702,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Automatic detection of cross-browser incompatibilities using machine learning and screenshot similarity: student researc,2017,1,6,9.395,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Using Semantic Similarity in Crawling-Based Web Application Testing,2017,0,6,9.453,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,A Review on Web Application Testing and its Current Research Directions,2017,0,6,8.741,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Analysis and Identification of Cross Browser Inconsistency Issues in Web Application using  Automation Testing,2017,1,6,9.619,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,00 A Survey of Dynamic Analysis and Test Generation for JavaScript,2017,0,6,4.638,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Comparison of Different Techniques of Web GUI-based Testing with the Representative Tools Selenium and EyeSel,2017,0,6,11.126,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Improved Developer Support for the Detection of Cross-Browser Incompatibilities,2017,1,6,9.795,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,APOGEN: automatic page object generator for web testing,2017,0,6,8.947,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Automated layout failure detection for responsive web pages without an explicit oracle,2017,0,6,8.144,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,CSSDev: refactoring duplication in cascading style sheets,2017,0,6,7.473,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Webpage cross-browser test from image level,2017,1,6,8.602,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,On the Use of Smelly Examples to Detect Code Smells in JavaScript,2017,0,6,7.597,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,ReDeCheck: an automatic layout failure checking tool for responsively designed web pages,2017,0,6,8.093,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Searching for behavioural bugs with stateful test oracles in web crawlers,2017,0,6,8.484,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,CSSDev: refactoring duplication in cascading style sheets,2017,0,6,4.396,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,A Survey of Dynamic Analysis and Test Generation for JavaScript,2017,0,6,8.372,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Using Semantic Similarity in Crawling-Based Web Application Testing,2017,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-similar-k4,1,AppCheck: A Crowdsourced Testing Service for Android Applications,2017,0,6,8.753,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Searching for Behavioural Bugs with Stateful Test Oracles in Web Crawlers,2017,0,6,5.052,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Automated repair of layout cross browser issues using search-based techniques,2017,1,6,4.941,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,A Survey of Dynamic Analysis and Test Generation for JavaScript,2017,0,6,5.266,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Worlds Apart: Industrial and Academic Focus Areas in Software Testing,2017,0,4,8.116,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Accelerating Test Automation through a Domain Specific Language,2017,0,6,8.936,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Facilitating debugging of web applications through recording reduction: A family of empirical studies,2017,0,6,8.909,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Facilitating debugging of web applications through recording reduction,2017,0,6,5.899,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,AppCheck: A Crowdsourced Testing Service for Android Applications,2017,0,6,3.786,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Estimating similarity of rich internet pages using visual information,2017,0,6,7.988,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Reconocimiento de widgets automatico para aplicaciones Java/Swing en TESTAR,2017,0,6,10.893,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Hybrid monkey testing: enhancing automated GUI tests with random test generation,2017,0,7,9.077,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Searching for the Best Test,2017,0,6,8.246,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Overview of the ICST International Software Testing Contest,2017,0,4,11.222,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Facilitating debugging of web applications through recording reduction,2017,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-similar-k4,1,Efficient means to test server generated applications on mobile device,2017,0,6,8.548,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,VISOR: A fast image processing pipeline with scaling and translation invariance for test oracle automation of visual out,2018,0,6,8.896,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Multiple-implementation testing of supervised learning software,2018,0,6,8.665,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,XCompatibility Checker: a tool for detecting cross-browser incompatibilities,2018,1,6,7.786,False,
xbi,llama3.2:3b,few-shot-similar-k4,1,Adapting automated test generation to GUI testing of industry applications,2018,0,6,8.545,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Deteccao Automatica de Incompatibilidades Cross-Browser utilizando Redes Neurais Artificiais,2016,1,6,9.246,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Graphical-user-interface-based method and system for designing and configuring web-site testing and analysis,2016,0,6,8.775,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Using Visual Symptoms for Debugging Presentation Failures in Web Applications,2016,0,6,8.184,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Detecting and Localizing Internationalization Presentation Failures in Web Applications,2016,0,6,8.82,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,A Study of Causes and Consequences of Client-Side JavaScript Bugs,2016,0,6,8.647,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Browserbite: cross-browser testing via image processing,2016,1,6,8.324,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Visualization of automated test results obtained by the TESTAR tool,2016,0,6,9.576,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Understanding a prospective approach to designing malicious social bots,2016,0,6,8.911,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,An Automated Approach for Cross-Browser Inconsistency (XBI) Detection,2016,1,6,8.658,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,QVMMA: A Short Term and Long Term Layer 3 DDoS Detector and Mitigator,2016,0,2,11.249,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Metamorphic Testing for Cybersecurity,2016,0,6,7.134,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Clustering-Aided Page Object Generation for Web Testing,2016,0,6,9.414,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Migrating cascading style sheets to preprocessors by introducing mixins,2016,0,6,8.527,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Software Analysis for the Web: Achievements and Prospects,2016,0,4,7.797,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Analysis and Identification of Cross Browser Inconsistency Issues in Web Application using Automation Testing,2016,1,6,9.467,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,X-Check: A Novel Cross-Browser Testing Service Based on Record/Replay,2016,1,6,9.043,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Refactoring and migration of cascading style sheets: towards optimization and improved maintainability,2016,0,4,8.294,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Evaluation of resizing capability of web browser,2016,0,4,8.457,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Portability of Process-Aware and Service-Oriented Software,2016,0,4,10.0,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,"Architecture for distributed, parallel crawling of interactive client-server applications",2016,0,6,8.623,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Detect Cross-Browser Issues for JavaScript-Based Web Applications Based on Record/Replay,2016,1,6,7.712,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,An Empirical Study of Internationalization Failures in the Web,2016,0,6,7.367,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Detecting and Localizing Visual Inconsistencies in Web Applications,2016,0,6,8.47,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,How to Train Your Browser: Preventing XSS Attacks Using Contextual Script Fingerprints,2016,0,6,12.322,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Browser Compatibility: the State of the Art from a Historical Perspective,2016,0,6,8.755,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Declarative layout constraints for testing web applications,2016,0,6,7.724,False,
xbi,llama3.2:3b,few-shot-similar-k4,2, Refactoring and migration of cascading style sheets: towards optimization and improved maintainability,2016,0,4,4.853,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,An automatic layout faults detection technique in responsive web pages considering JavaScript defined dynamic layouts,2016,0,6,8.173,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Automated Recommender System for Web Based Applications,2016,0,4,7.451,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Class coverage GUI testing for Android applications,2016,0,6,8.168,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Co-authorship Networks in Additive Manufacturing Studies Based on Social Network Analysis,2016,0,2,7.769,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,ALEX: Mixed-Mode Learning of Web Applications at Ease,2016,0,6,8.794,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Extraction of User Behavior Profiles for Software Modernization,2016,0,6,9.147,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,"Chapter Four - Advances in Web Application Testing, 2010 2014",2016,0,6,8.246,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Composing and Delivering Heterogeneous Web Testing Software as a Composite Web Testing Service,2016,0,6,8.931,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Detecting and Localizing Visual Inconsistencies in Web Applications,2016,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-similar-k4,2,Using Visual Symptoms for Debugging Presentation Failures in Web Applications,2016,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-similar-k4,2,Detecting and Localizing Internationalization Presentation Failures in Web Applications,2016,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-similar-k4,2,Software Analysis for the Web: Achievements and Prospects,2016,0,4,0.0,True,
xbi,llama3.2:3b,few-shot-similar-k4,2,Class coverage GUI testing for Android applications,2016,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-similar-k4,2,An automatic layout faults detection technique in responsive web pages considering JavaScript defined dynamic layouts,2016,0,6,0.0,True,
xbi,llama3.2:3b,few-shot-similar-k4,2,ALEX: Mixed-Mode Learning of Web Applications at Ease,2016,0,6,5.656,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Traceability Types for Mastering Change in Collaborative Software Quality Management,2016,0,4,8.32,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Web Service Test Evolution,2016,0,6,10.142,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Integrating a Lightweight Risk Assessment Approach into an Industrial Development Process,2016,0,6,7.717,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Risk orientation in software testing processes of small and medium enterprises: an exploratory and comparative study,2016,0,6,8.888,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Chapter Five - Approaches and Tools for Automated End-to-End Web Testing,2016,0,6,9.818,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Robula+: an algorithm for generating robust XPath locators for web testing,2016,0,6,8.668,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Why do Record/Replay Tests of Web Applications Break?,2016,0,6,9.779,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Ringer: web automation by demonstration,2016,0,6,9.572,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,WATERFALL: an incremental approach for repairing record-replay tests of web applications,2016,0,6,8.198,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Testing Web Applications: A Survey,2016,0,6,8.926,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,PerfGuard: binary-centric application performance monitoring in production environments,2016,0,6,8.249,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Regression testing of web applications using Record/Replay tools,2016,0,6,7.98,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Issues on Developing a Location Aware Game for Mobile Browsers,2016,0,6,7.641,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Web Interface for natural language processing engines,2016,0,4,10.479,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Identifying equivalent javascript events,2016,0,6,8.12,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Detecting influence caused by changing the source code of an application from which a document object model tree and cas,2016,0,6,9.166,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Real time web development testing and reporting system,2016,0,6,9.227,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Maintenance of automated test suites in industry: An empirical study on Visual GUI Testing,2016,0,6,9.932,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Automated Localisation Testing in Industry with Test,2016,0,6,7.638,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Development and maintenance efforts testing graphical user interfaces: a comparison,2016,0,6,7.941,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Automated Testing of Web Applications with TESTAR,2016,0,6,13.351,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Combining profiling and monitoring to analyze test coverage and identify performance problems,2016,0,4,9.083,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Another experience with Test? in industry: automated localisation testing,2016,0,6,8.082,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,TESTAR para testing IoT,2016,0,4,7.892,False,
xbi,llama3.2:3b,few-shot-similar-k4,2,Harnessing Automated Test Case Generators for GUI Testing in Industry,2016,0,6,8.393,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Cross-Browser Compatibility Testing Based on Model Comparison,2015,1,6,8.195,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,A Comparative Study of Web Application Testing and Mobile Application Testing,2015,0,4,7.3,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,An Oracle based on Image Comparison for Regression Testing of Web Applications,2015,0,6,7.754,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Detecting latent cross-platform API violations,2015,0,6,8.912,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,WebSee: A Tool for Debugging HTML Presentation Failures,2015,0,6,8.628,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,TESTAR: Tool Support for Test Automation at the User Interface Level,2015,1,6,8.158,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Automatic Detection of Potential Layout Faults Following Changes to Responsive Web Pages (N),2015,0,6,7.714,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Chapter Four - Recent Advances in Automatic Black-Box Testing,2015,0,6,7.286,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Automated Testing of Event-Driven Applications,2015,0,6,9.004,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,"A SURVEY OF BUSINESS INTILLIGENCE USING DATA MINING, WEB MINING AND TEXT MINING",2015,0,4,9.729,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Detection and Localization of HTML Presentation Failures Using Computer Vision-Based Techniques,2015,0,6,7.215,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Chapter Five - Advances in Testing JavaScript-Based Web Applications,2015,0,6,8.297,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Web service for automated cross-browser compatibility checking of web applications,2015,1,6,8.212,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Determining differences in an event-driven application accessed in different client-tier environments,2015,1,6,9.29,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Webbasierte Re-Implementierung von LICARA nanoSCAN,2015,0,4,8.6,False,
xbi,llama3.2:3b,few-shot-similar-k4,3,Browser and operating system compatibility,2015,1,6,8.981,False,
